symptoms_text,disease
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  vomiting,  breathlessness,  sweating and  chest_pain.",Heart attack
"I’ve been experiencing  fatigue,  cramps,  bruising,  obesity,  swollen_legs,  swollen_blood_vessels and  prominent_veins_on_calf.",Varicose veins
"I’ve been experiencing  fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy,  dizziness,  puffy_face_and_eyes,  enlarged_thyroid,  brittle_nails,  swollen_extremeties,  depression,  irritability and  abnormal_menstruation.",Hypothyroidism
"I’ve been experiencing  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability and  abnormal_menstruation.",Hyperthyroidism
"I’ve been experiencing  vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability and  palpitations.",Hypoglycemia
"I’ve been experiencing  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints and  painful_walking.",Osteoarthristis
"I’ve been experiencing  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness and  painful_walking.",Arthritis
"I’ve been experiencing  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance and  unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I’ve been experiencing  skin_rash,  pus_filled_pimples,  blackheads and  scurring.",Acne
"I’ve been experiencing  burning_micturition,  bladder_discomfort,  foul_smell_of urine and  continuous_feel_of_urine.",Urinary tract infection
"I’ve been experiencing  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails and  inflammatory_nails.",Psoriasis
"I’ve been experiencing  skin_rash,  high_fever,  blister,  red_sore_around_nose and  yellow_crust_ooze.",Impetigo
"I’ve been experiencing itching,  skin_rash,  nodal_skin_eruptions and  dischromic _patches.",Fungal infection
"I’ve been experiencing  continuous_sneezing,  shivering,  chills and  watering_from_eyes.",Allergy
"I’ve been experiencing  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough and  chest_pain.",GERD
"I’ve been experiencing itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Chronic cholestasis
"I’ve been experiencing itching,  skin_rash,  stomach_pain,  burning_micturition and  spotting_ urination.",Drug Reaction
"I’ve been experiencing  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases and  internal_itching.",Peptic ulcer diseae
"I’ve been experiencing  muscle_wasting,  patches_in_throat,  high_fever and  extra_marital_contacts.",AIDS
"I’ve been experiencing  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite and  polyuria.",Diabetes 
"I’ve been experiencing  vomiting,  sunken_eyes,  dehydration and  diarrhoea.",Gastroenteritis
"I’ve been experiencing  fatigue,  cough,  high_fever,  breathlessness,  family_history and  mucoid_sputum.",Bronchial Asthma
"I’ve been experiencing  headache,  chest_pain,  dizziness,  loss_of_balance and  lack_of_concentration.",Hypertension 
"I’ve been experiencing  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability and  visual_disturbances.",Migraine
"I’ve been experiencing  back_pain,  weakness_in_limbs,  neck_pain,  dizziness and  loss_of_balance.",Cervical spondylosis
"I’ve been experiencing  vomiting,  headache,  weakness_of_one_body_side and  altered_sensorium.",Paralysis (brain hemorrhage)
"I’ve been experiencing itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine and  abdominal_pain.",Jaundice
"I’ve been experiencing  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea and  muscle_pain.",Malaria
"I’ve been experiencing itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise and  red_spots_over_body.",Chicken pox
"I’ve been experiencing  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain and  red_spots_over_body.",Dengue
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  vomiting,  breathlessness,  sweating and  chest_pain.",Heart attack
"I’ve been experiencing  fatigue,  cramps,  bruising,  obesity,  swollen_legs,  swollen_blood_vessels and  prominent_veins_on_calf.",Varicose veins
"I’ve been experiencing  fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy,  dizziness,  puffy_face_and_eyes,  enlarged_thyroid,  brittle_nails,  swollen_extremeties,  depression,  irritability and  abnormal_menstruation.",Hypothyroidism
"I’ve been experiencing  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability and  abnormal_menstruation.",Hyperthyroidism
"I’ve been experiencing  vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability and  palpitations.",Hypoglycemia
"I’ve been experiencing  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints and  painful_walking.",Osteoarthristis
"I’ve been experiencing  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness and  painful_walking.",Arthritis
"I’ve been experiencing  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance and  unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I’ve been experiencing  skin_rash,  pus_filled_pimples,  blackheads and  scurring.",Acne
"I’ve been experiencing  burning_micturition,  bladder_discomfort,  foul_smell_of urine and  continuous_feel_of_urine.",Urinary tract infection
"I’ve been experiencing  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails and  inflammatory_nails.",Psoriasis
"I’ve been experiencing  skin_rash,  high_fever,  blister,  red_sore_around_nose and  yellow_crust_ooze.",Impetigo
"I’ve been experiencing itching,  skin_rash,  nodal_skin_eruptions and  dischromic _patches.",Fungal infection
"I’ve been experiencing  continuous_sneezing,  shivering,  chills and  watering_from_eyes.",Allergy
"I’ve been experiencing  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough and  chest_pain.",GERD
"I’ve been experiencing itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Chronic cholestasis
"I’ve been experiencing itching,  skin_rash,  stomach_pain,  burning_micturition and  spotting_ urination.",Drug Reaction
"I’ve been experiencing  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases and  internal_itching.",Peptic ulcer diseae
"I’ve been experiencing  muscle_wasting,  patches_in_throat,  high_fever and  extra_marital_contacts.",AIDS
"I’ve been experiencing  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite and  polyuria.",Diabetes 
"I’ve been experiencing  vomiting,  sunken_eyes,  dehydration and  diarrhoea.",Gastroenteritis
"I’ve been experiencing  fatigue,  cough,  high_fever,  breathlessness,  family_history and  mucoid_sputum.",Bronchial Asthma
"I’ve been experiencing  headache,  chest_pain,  dizziness,  loss_of_balance and  lack_of_concentration.",Hypertension 
"I’ve been experiencing  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability and  visual_disturbances.",Migraine
"I’ve been experiencing  back_pain,  weakness_in_limbs,  neck_pain,  dizziness and  loss_of_balance.",Cervical spondylosis
"I’ve been experiencing  vomiting,  headache,  weakness_of_one_body_side and  altered_sensorium.",Paralysis (brain hemorrhage)
"I’ve been experiencing itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine and  abdominal_pain.",Jaundice
"I’ve been experiencing  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea and  muscle_pain.",Malaria
"I’ve been experiencing itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise and  red_spots_over_body.",Chicken pox
"I’ve been experiencing  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain and  red_spots_over_body.",Dengue
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  vomiting,  breathlessness,  sweating and  chest_pain.",Heart attack
"I’ve been experiencing  fatigue,  cramps,  bruising,  obesity,  swollen_legs,  swollen_blood_vessels and  prominent_veins_on_calf.",Varicose veins
"I’ve been experiencing  fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy,  dizziness,  puffy_face_and_eyes,  enlarged_thyroid,  brittle_nails,  swollen_extremeties,  depression,  irritability and  abnormal_menstruation.",Hypothyroidism
"I’ve been experiencing  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability and  abnormal_menstruation.",Hyperthyroidism
"I’ve been experiencing  vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability and  palpitations.",Hypoglycemia
"I’ve been experiencing  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints and  painful_walking.",Osteoarthristis
"I’ve been experiencing  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness and  painful_walking.",Arthritis
"I’ve been experiencing  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance and  unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I’ve been experiencing  skin_rash,  pus_filled_pimples,  blackheads and  scurring.",Acne
"I’ve been experiencing  burning_micturition,  bladder_discomfort,  foul_smell_of urine and  continuous_feel_of_urine.",Urinary tract infection
"I’ve been experiencing  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails and  inflammatory_nails.",Psoriasis
"I’ve been experiencing  skin_rash,  high_fever,  blister,  red_sore_around_nose and  yellow_crust_ooze.",Impetigo
"I’ve been experiencing itching,  skin_rash,  nodal_skin_eruptions and  dischromic _patches.",Fungal infection
"I’ve been experiencing  continuous_sneezing,  shivering,  chills and  watering_from_eyes.",Allergy
"I’ve been experiencing  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough and  chest_pain.",GERD
"I’ve been experiencing itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Chronic cholestasis
"I’ve been experiencing itching,  skin_rash,  stomach_pain,  burning_micturition and  spotting_ urination.",Drug Reaction
"I’ve been experiencing  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases and  internal_itching.",Peptic ulcer diseae
"I’ve been experiencing  muscle_wasting,  patches_in_throat,  high_fever and  extra_marital_contacts.",AIDS
"I’ve been experiencing  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite and  polyuria.",Diabetes 
"I’ve been experiencing  vomiting,  sunken_eyes,  dehydration and  diarrhoea.",Gastroenteritis
"I’ve been experiencing  fatigue,  cough,  high_fever,  breathlessness,  family_history and  mucoid_sputum.",Bronchial Asthma
"I’ve been experiencing  headache,  chest_pain,  dizziness,  loss_of_balance and  lack_of_concentration.",Hypertension 
"I’ve been experiencing  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability and  visual_disturbances.",Migraine
"I’ve been experiencing  back_pain,  weakness_in_limbs,  neck_pain,  dizziness and  loss_of_balance.",Cervical spondylosis
"I’ve been experiencing  vomiting,  headache,  weakness_of_one_body_side and  altered_sensorium.",Paralysis (brain hemorrhage)
"I’ve been experiencing itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine and  abdominal_pain.",Jaundice
"I’ve been experiencing  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea and  muscle_pain.",Malaria
"I’ve been experiencing itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise and  red_spots_over_body.",Chicken pox
"I’ve been experiencing  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain and  red_spots_over_body.",Dengue
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  vomiting,  breathlessness,  sweating and  chest_pain.",Heart attack
"I’ve been experiencing  fatigue,  cramps,  bruising,  obesity,  swollen_legs,  swollen_blood_vessels and  prominent_veins_on_calf.",Varicose veins
"I’ve been experiencing  fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy,  dizziness,  puffy_face_and_eyes,  enlarged_thyroid,  brittle_nails,  swollen_extremeties,  depression,  irritability and  abnormal_menstruation.",Hypothyroidism
"I’ve been experiencing  fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability and  abnormal_menstruation.",Hyperthyroidism
"I’ve been experiencing  vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability and  palpitations.",Hypoglycemia
"I’ve been experiencing  joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints and  painful_walking.",Osteoarthristis
"I’ve been experiencing  muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness and  painful_walking.",Arthritis
"I’ve been experiencing  vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance and  unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I’ve been experiencing  skin_rash,  pus_filled_pimples,  blackheads and  scurring.",Acne
"I’ve been experiencing  burning_micturition,  bladder_discomfort,  foul_smell_of urine and  continuous_feel_of_urine.",Urinary tract infection
"I’ve been experiencing  skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails and  inflammatory_nails.",Psoriasis
"I’ve been experiencing  skin_rash,  high_fever,  blister,  red_sore_around_nose and  yellow_crust_ooze.",Impetigo
"I’ve been experiencing itching,  skin_rash,  nodal_skin_eruptions and  dischromic _patches.",Fungal infection
"I’ve been experiencing  continuous_sneezing,  shivering,  chills and  watering_from_eyes.",Allergy
"I’ve been experiencing  stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough and  chest_pain.",GERD
"I’ve been experiencing itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Chronic cholestasis
"I’ve been experiencing itching,  skin_rash,  stomach_pain,  burning_micturition and  spotting_ urination.",Drug Reaction
"I’ve been experiencing  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases and  internal_itching.",Peptic ulcer diseae
"I’ve been experiencing  muscle_wasting,  patches_in_throat,  high_fever and  extra_marital_contacts.",AIDS
"I’ve been experiencing  fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite and  polyuria.",Diabetes 
"I’ve been experiencing  vomiting,  sunken_eyes,  dehydration and  diarrhoea.",Gastroenteritis
"I’ve been experiencing  fatigue,  cough,  high_fever,  breathlessness,  family_history and  mucoid_sputum.",Bronchial Asthma
"I’ve been experiencing  headache,  chest_pain,  dizziness,  loss_of_balance and  lack_of_concentration.",Hypertension 
"I’ve been experiencing  acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability and  visual_disturbances.",Migraine
"I’ve been experiencing  back_pain,  weakness_in_limbs,  neck_pain,  dizziness and  loss_of_balance.",Cervical spondylosis
"I’ve been experiencing  vomiting,  headache,  weakness_of_one_body_side and  altered_sensorium.",Paralysis (brain hemorrhage)
"I’ve been experiencing itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine and  abdominal_pain.",Jaundice
"I’ve been experiencing  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea and  muscle_pain.",Malaria
"I’ve been experiencing itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise and  red_spots_over_body.",Chicken pox
"I’ve been experiencing  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain and  red_spots_over_body.",Dengue
"I’ve been experiencing  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos) and  belly_pain.",Typhoid
"I’ve been experiencing  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes and  muscle_pain.",hepatitis A
"I’ve been experiencing itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion and  receiving_unsterile_injections.",Hepatitis B
"I’ve been experiencing  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes and  family_history.",Hepatitis C
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain and  yellowing_of_eyes.",Hepatitis D
"I’ve been experiencing  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma and  stomach_bleeding.",Hepatitis E
"I’ve been experiencing  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption and  fluid_overload.",Alcoholic hepatitis
"I’ve been experiencing  chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain and  blood_in_sputum.",Tuberculosis
"I’ve been experiencing  continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell and  muscle_pain.",Common Cold
"I’ve been experiencing  chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate and  rusty_sputum.",Pneumonia
"I’ve been experiencing  constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool and  irritation_in_anus.",Dimorphic hemmorhoids(piles)
"I’ve been experiencing  vomiting,  breathlessness,  sweating and  chest_pain.",Heart attack
